id,x,y
0,-11.123046,-25.089542
1,-7.248326,-18.708282
2,15.928187,-2.8996038
3,36.518543,7.944167
4,-28.827076,14.825554
5,5.880306,-37.42172
6,-18.100683,-13.0399
7,10.744449,0.5953585
8,0.48227325,-4.3778768
9,-6.353945,31.206772
10,19.284864,1.0170557
11,-18.248108,-4.566328
12,5.527739,-35.42612
13,-16.714775,25.349016
14,1.1257473,-23.67522
15,-11.179906,-4.8977656
16,-10.937362,-22.388224
17,-4.263315,4.5106816
18,-13.478323,-23.309244
19,0.39864168,6.587914
20,15.157047,-3.3498242
21,-0.89775616,-0.7034853
22,-7.290682,30.22351
23,5.6742015,-36.575966
24,-11.269509,25.843
25,-20.888025,-13.836308
26,0.47628507,-3.3670294
27,9.817009,-11.997509
28,-0.098100856,-16.266396
29,4.8167753,0.9817826
30,11.925551,28.605217
31,19.813408,1.8765684
32,-8.470896,28.642982
33,-14.02648,22.386646
34,-18.96015,27.599623
35,-11.936575,-23.300655
36,5.6794086,-36.575466
37,1.615084,1.578249
38,4.260146,15.882458
39,-19.957191,-13.308258
40,-6.58379,30.917082
41,-31.503069,-22.355629
42,-11.405309,25.439974
43,12.273215,27.827663
44,-9.609254,-20.895771
45,12.099665,-17.04491
46,-16.410042,-12.977864
47,-17.96309,-5.1939816
48,3.4966042,-8.526376
49,14.050609,-9.498824
50,5.057092,6.08638
51,11.067807,-15.498581
52,37.109673,8.625286
53,-13.846359,22.060246
54,-20.138016,-13.371606
55,4.2840953,-8.688279
56,-17.234846,25.86594
57,-10.187118,-5.912676
58,-27.796333,14.897107
59,15.375919,14.117443
60,-0.90202314,-14.120028
61,-2.61666,-0.021626651
62,1.0334252,1.1618031
63,-6.361516,-6.6847167
64,-24.879328,7.929865
65,1.1208208,-23.671291
66,16.845383,-28.840475
67,9.081322,-1.7455307
68,2.2539692,2.9519944
69,-1.2777998,-13.082389
70,-5.9477167,5.2808175
71,9.435153,2.8192518
72,-6.0939574,-6.465776
73,-1.1101311,-12.984361
74,12.2819805,27.805607
75,-17.774485,26.404339
76,-27.888914,14.8850565
77,17.307234,-28.369335
78,12.738333,39.59439
79,14.059785,-9.495979
80,1.9949237,-1.1080998
81,17.091627,-28.59107
82,12.427061,-18.044643
83,-0.40426716,-9.257105
84,-9.088459,-20.850334
85,-11.524219,-24.204546
86,11.633551,7.5731406
87,12.393203,-17.937283
88,-31.094118,-20.911522
89,-18.839872,27.476646
90,9.551561,-0.234224
91,-31.953976,-20.633654
92,12.737589,39.59747
93,6.88478,13.758505
94,15.987188,9.438382
95,-3.6297767,0.18779229
96,-6.02501,-3.110161
97,1.2596209,-1.9066843
98,-10.745177,9.108763
99,0.1530966,-9.373955
100,-4.824802,13.687561
101,-3.5260031,5.021788
102,-11.911109,-23.3404
103,-8.985391,11.558342
104,9.672635,0.017481355
105,4.9505506,5.895896
106,-4.1240735,-2.0792446
107,-31.669159,-21.14843
108,0.29072115,1.1341614
109,-10.559422,-5.447956
110,3.4989295,18.798092
111,14.557471,-3.937443
112,18.748734,0.5575599
113,-1.0580077,8.752961
114,-2.8536494,13.869873
115,-2.6810138,8.086351
116,-31.552176,-21.124817
117,-8.431421,28.683125
118,14.064853,-9.494774
119,5.5673714,-5.3919544
120,12.738373,39.59381
121,2.3265626,-17.275108
122,37.095722,8.608362
123,-24.87748,7.927871
124,36.28649,-4.6579814
125,-1.4342486,7.15395
126,-2.5003335,-36.842667
127,-14.882093,-14.489463
128,-29.681858,-13.857278
129,0.19011036,5.8767376
130,-0.46412697,-12.3026705
131,1.2644379,-3.2795985
132,-5.7170353,8.911019
133,1.0079925,10.017606
134,-1.000122,0.34384936
135,6.5776014,18.081793
136,-5.9515634,-26.093618
137,23.39536,0.7713265
138,8.610758,12.54998
139,20.386955,-4.8866587
140,-18.618444,34.142582
141,0.9227581,2.1546519
142,1.1057061,4.7204456
143,5.754868,-12.662981
144,17.059647,-37.00123
145,-18.772188,-18.888084
146,4.6814337,3.0313945
147,-33.302166,17.014423
148,21.4498,-3.7163684
149,17.766605,-5.307845
150,-13.356844,-4.8031683
151,-19.885765,-1.6095521
152,-2.896875,5.5896597
153,7.20846,19.027098
154,9.832477,-8.191342
155,1.8161249,-4.3700933
156,-13.605817,-7.8883414
157,-5.6943707,-26.000652
158,-28.717731,-14.912593
159,-12.986362,-11.814871
160,-31.62229,-2.7547812
161,-6.0109076,1.2718517
162,-20.925554,17.10792
163,-4.3461046,0.7848098
164,18.273039,4.5475936
165,8.0423765,-2.4413972
166,1.1673678,4.2999973
167,5.650194,3.7563396
168,32.492886,17.052967
169,-2.4924917,-36.84365
170,5.215091,14.688766
171,-3.1981995,21.886257
172,-24.10881,-17.063148
173,7.1797366,18.98453
174,-1.8552,-4.478396
175,-18.618559,34.142937
176,23.375347,0.7712178
177,11.816316,-1.9846823
178,5.6563606,16.485664
179,5.2088194,14.685658
180,17.05912,-37.00047
181,-18.77011,-18.88163
182,17.472656,4.366649
183,5.746144,-3.2240326
184,-1.1680498,2.400607
185,17.485735,4.3715434
186,8.816955,33.424713
187,-4.099162,5.9943542
188,2.8717413,-1.7724216
189,9.021969,33.736164
190,-5.3736687,-2.9491255
191,-14.267678,-13.784998
192,-29.14921,-14.457248
193,-1.9726183,1.3778676
194,-21.463636,10.302289
195,-3.029219,6.5434275
196,0.3159664,2.7145135
197,2.8921409,31.466192
198,34.129852,-19.046852
199,-3.1980906,21.885925
200,0.44430524,-0.7063561
201,-12.089759,2.6341357
202,-5.2144775,-24.560781
203,-13.608977,-7.8869195
204,13.699607,5.74852
205,19.426662,-5.79693
206,-29.664017,-13.877154
207,33.433548,17.276785
208,-1.4645705,4.693739
209,-26.344997,3.400617
210,2.8896122,31.465519
211,15.492385,-0.35494775
212,8.194371,-5.467749
213,-26.344656,3.400037
214,-1.4302667,-0.5271255
215,-9.851078,13.8477
216,-4.6577444,2.3688443
217,16.70211,-5.2466
218,17.060392,-37.001377
219,-14.6411295,-13.131997
220,13.350065,8.97847
221,13.566547,5.245999
222,1.1429569,2.22531
223,-5.799559,6.8087583
224,-23.236597,-17.178192
225,33.62274,-20.236713
226,32.15857,16.989077
227,0.4916738,-1.668698
228,5.209875,14.685735
229,33.94678,-19.465866
230,-9.582856,-8.365459
231,-7.6541824,16.747011
232,-4.784887,-24.865644
233,-14.526256,-0.3689949
234,0.19573626,1.9270277
235,6.5747676,27.708103
236,-33.301945,17.01404
237,-14.600134,-13.149023
238,6.4579906,27.630789
239,21.409979,-3.7618277
240,-23.3327,-17.166481
241,-19.883389,-1.6082628
242,-31.622238,-2.7564785
243,32.48078,17.048687
244,-21.456732,10.297631
245,8.782567,33.372936
246,13.117234,-4.9426355
247,33.93584,-19.491858
248,11.321588,9.014729
249,5.1484823,26.656853
250,-0.7685384,2.0937266
251,-20.922115,17.108973
252,-34.629505,-8.304199
253,2.0102763,-30.686817
254,1.9976648,-29.073578
255,3.4293222,2.7813666
256,-36.56426,9.370077
257,-12.299543,-1.9783638
258,-8.083373,0.16333447
259,3.562,-0.24532136
260,-6.2618,0.15340613
261,-22.444868,-10.715759
262,1.9938864,3.9318233
263,-5.8653784,39.921364
264,1.6740075,26.458578
265,12.039244,2.5735908
266,-11.324387,19.541845
267,2.911921,-27.343195
268,-7.8491626,2.6934392
269,15.49208,2.7246485
270,2.4615588,4.81298
271,27.4471,21.663767
272,-35.912197,10.088878
273,3.2047997,-11.465982
274,6.651606,8.953969
275,-1.9243398,-20.464268
276,-2.43885,-17.950998
277,2.7345362,26.008383
278,-1.4515936,-17.712582
279,-5.303871,4.6707525
280,-1.3373415,27.49193
281,-5.865949,39.92097
282,-5.1490316,40.413754
283,3.1973126,-11.461629
284,-11.322611,19.538908
285,-4.475508,3.461008
286,17.545816,27.00665
287,15.761573,10.819277
288,27.446573,21.663769
289,-7.260995,15.223194
290,-3.088624,3.139479
291,14.40772,14.169492
292,-0.23922215,27.328138
293,4.328724,8.880261
294,30.968803,0.4351182
295,12.287106,9.289619
296,-23.332487,-0.6177687
297,1.5530726,-28.963284
298,30.98067,-0.25392756
299,-23.343206,-0.6106295
300,-1.619989,2.3971598
301,-2.4221082,-17.943453
302,6.3791695,-14.566701
303,0.8360525,0.26100662
304,-0.24555612,-0.30391318
305,1.8751643,-28.876844
306,30.970285,-0.8069266
307,-5.4132504,19.33575
308,30.602518,-3.3315923
309,0.115096256,-0.016948981
310,3.934571,4.349382
311,-6.856451,16.242376
312,14.757961,2.00803
313,17.545914,27.006264
314,-29.472107,10.064415
315,-14.907896,12.152056
316,9.66904,-1.797883
317,2.5879261,26.070868
318,30.86497,-1.8807417
319,5.872682,22.85594
320,-0.7795414,0.78130615
321,-6.7607274,19.274384
322,-0.20061667,0.519139
323,-0.7938055,-3.759272
324,-6.1288247,16.648787
325,9.7534685,-5.8048677
326,5.0226007,22.391874
327,-0.012279233,2.847346
328,3.0542018,3.7059135
329,-0.5783198,1.8550802
330,-35.92613,10.07323
