id,x,y
0,13.01809,6.7281213
1,14.304206,7.5284476
2,7.9112825,-4.3152156
3,13.87175,1.1050514
4,-0.7025667,-6.3735094
5,11.844021,4.6085362
6,6.1948514,-3.052262
7,-14.761616,27.141455
8,0.7160975,22.68883
9,6.1772633,-1.489497
10,4.7220883,-1.6524528
11,20.970032,-8.776832
12,3.29112,11.415034
13,-1.0547428,-5.8887024
14,-12.197177,0.07271792
15,-12.576162,0.6881321
16,-5.110222,-19.428904
17,14.989556,-1.7019148
18,8.930213,-2.8236644
19,26.181847,-7.595055
20,25.089027,9.382516
21,8.020741,-5.166124
22,11.02079,-4.169258
23,-5.2510147,-16.43797
24,0.9222828,-8.448476
25,10.724318,-12.793401
26,-27.717602,-1.9299606
27,-27.48477,-7.502401
28,3.3575342,-23.381351
29,11.687606,-14.439585
30,12.388759,0.98675346
31,15.541673,1.6643403
32,9.957238,-3.345103
33,1.6230024,-8.503719
34,2.348977,11.954029
35,-5.502199,9.202039
36,17.792616,19.880493
37,18.226147,19.694853
38,12.9109,4.4903197
39,10.234452,-9.362083
40,-1.4627634,16.525988
41,11.068589,-3.7443748
42,-3.578177,13.6614485
43,13.737784,3.3887475
44,12.576105,4.119517
45,15.541404,-0.62058717
46,2.0117702,-3.925629
47,14.275175,6.2174335
48,21.958197,-9.092849
49,23.462801,-9.38048
50,24.607193,-7.5809207
51,25.485134,-7.614843
52,15.897065,1.041444
53,8.872169,-5.6316223
54,7.408483,-20.666862
55,7.367721,-19.621273
56,-0.19034445,-11.8960285
57,3.9288864,7.0257583
58,1.9656457,4.941717
59,3.835014,24.387892
60,5.7916713,11.778937
61,-3.899294,30.690182
62,-4.1052017,30.805305
63,-14.868108,8.084054
64,16.394169,-4.0246296
65,-10.424113,-0.5966761
66,8.030349,-3.016745
67,-13.092852,-0.7860099
68,-2.0417235,-17.413986
69,-8.70703,-13.739928
70,-7.644648,-16.924187
71,-7.823788,-15.969349
72,-7.402862,-11.36452
73,-15.456867,9.040892
74,-11.778025,-1.4545597
75,-0.58319896,-27.582607
76,-2.0839903,-26.845318
77,0.50273615,-6.223422
78,-0.022817649,-6.5590787
79,4.546163,-12.777919
80,4.2916493,-22.720633
81,15.088107,0.32664284
82,0.8911158,-5.657985
83,-3.6796906,-4.6598682
84,-5.4508376,-5.610101
85,-5.7701807,9.246652
86,-3.0294666,5.145147
87,17.687412,4.596522
88,16.554195,-0.15732354
89,17.612593,-8.520441
90,18.28574,1.1234605
91,17.366676,0.23746018
92,18.010546,-6.205452
93,19.121809,-2.894257
94,18.662107,-1.5929254
95,11.761407,-17.112715
96,-10.792816,18.094637
97,-11.703364,19.29956
