id,x,y
0,24.397549,16.136536
1,24.60337,14.57757
2,13.900995,39.737595
3,14.239176,39.451847
4,9.507937,44.2757
5,10.93395,42.1754
6,9.660334,43.669796
7,22.590399,14.043173
8,22.56668,14.00654
9,12.153204,39.55361
10,12.231279,38.97244
11,12.156134,39.17856
12,9.630028,43.733597
13,12.618565,39.748547
14,26.79019,22.185713
15,23.071728,14.309745
16,13.091312,39.013187
17,26.850199,22.386753
18,12.961022,39.41605
19,23.545803,13.698077
20,26.903164,21.849236
21,25.93748,21.009167
22,12.583906,38.84098
23,12.142578,39.524548
24,10.023559,43.903187
25,10.635946,42.577282
26,22.842356,13.284141
27,22.692476,13.334082
28,23.093332,13.292482
29,27.564089,23.907352
30,10.100023,43.393524
31,23.36574,14.346646
32,9.501974,44.302
33,9.442419,44.417767
34,10.761364,42.320335
35,12.819555,39.579815
36,26.81273,24.63444
37,10.6778755,42.48787
38,26.803045,23.568678
39,26.888083,24.696964
40,12.709045,39.687546
41,9.244021,44.785072
42,26.995358,22.89392
43,10.866071,42.482643
44,10.131498,43.68418
45,13.05565,39.163357
46,26.423761,23.404139
47,26.20632,24.203573
48,12.543336,39.70819
49,26.223516,24.829464
50,12.435079,39.71988
51,23.511139,14.056608
52,13.348789,38.81382
53,26.531633,21.41598
54,26.833235,22.924463
55,12.10092,39.595005
56,10.641871,42.566006
57,26.94723,25.226637
58,27.146902,23.049816
59,10.994988,42.097305
60,12.780913,39.62937
61,22.845755,14.275655
62,23.030169,14.297524
63,9.902342,43.43285
64,25.592201,20.4003
65,23.722034,14.502263
66,13.129383,39.10717
67,23.183125,14.246553
68,26.936295,22.023367
69,26.344479,24.07678
70,26.498009,25.235363
71,23.249199,13.366059
72,26.328661,24.397114
73,26.629728,22.980257
74,9.66228,43.678585
75,10.872813,42.458363
76,26.994804,24.187315
77,10.880359,42.407055
78,12.219514,39.00145
79,23.339321,13.404764
80,26.505054,24.979769
81,26.673077,23.96457
82,10.856177,42.35649
83,12.624499,38.86945
84,26.291248,21.246733
85,11.278315,41.754597
86,24.453873,22.420286
87,25.746336,20.759165
88,9.832042,43.47572
89,12.159877,39.18608
90,12.222379,38.994324
91,10.051839,43.85569
92,12.714829,38.86138
93,27.055483,23.251389
94,27.254827,22.59242
95,27.130325,25.001078
96,22.541344,13.694209
97,23.008205,13.22595
98,22.52302,13.914486
99,27.121565,23.90722
100,26.916813,21.870806
101,23.55821,13.797166
102,23.545527,13.957165
103,9.2796135,44.716454
104,23.554844,13.7425585
105,26.412296,23.662771
106,26.177824,24.795341
107,26.269499,25.006886
108,26.195396,24.31784
109,26.65809,22.918362
110,26.806488,24.169418
111,23.338327,13.393349
112,27.0138,24.573149
113,26.676817,25.54081
114,22.566528,13.483436
115,22.610323,13.413117
116,22.510338,13.790934
117,10.007334,43.917667
118,10.773968,42.341312
119,26.443228,23.732958
120,22.846027,14.269851
121,12.845715,38.900932
122,25.826641,20.902313
123,24.39842,22.491903
124,24.103014,15.465687
125,23.945564,0.8265164
126,4.1718454,-43.880047
127,53.141525,-6.048955
128,1.874496,-43.85351
129,26.418276,-0.5797363
130,26.74186,-1.0648531
131,26.871399,-1.595397
132,1.20856,-42.08135
133,51.15768,-5.484538
134,27.667858,-1.4976968
135,51.38962,-5.219705
136,53.17029,-7.0682898
137,51.3102,-5.2883077
138,27.267822,-1.559109
139,51.67991,-4.808061
140,1.4792619,-42.18357
141,1.8685608,-42.34167
142,2.3696325,-42.532738
143,25.789257,-1.369959
144,2.4483802,-42.98913
145,2.8556716,-43.72171
146,50.97406,-2.5338264
147,51.0309,-3.3876705
148,1.5556102,-43.19729
149,50.793427,-4.3248134
150,1.8527344,-43.431602
151,51.34814,-3.8306186
152,26.165861,-0.99089664
153,51.005302,-4.0181217
154,26.263016,-0.9138965
155,26.192505,-0.7227467
156,1.7663252,-43.392082
157,2.1483457,-44.018482
158,52.82656,-7.6983213
159,2.2235646,-43.275673
160,2.9601793,-44.221367
161,24.575031,-0.21083796
162,4.269868,-43.452282
163,24.557676,-0.20638509
164,3.3939185,-44.177834
165,24.895102,-1.0003004
166,25.102142,-1.2087371
167,2.7938724,-42.874504
168,2.5132968,-43.096992
169,2.1936264,-43.68393
170,51.17604,-4.353061
171,1.1619613,-42.628338
172,51.226944,-4.8742113
173,26.99049,-1.5658824
174,51.63753,-4.8831425
175,26.875154,-1.6459647
176,51.86124,-4.7130895
177,51.692406,-4.8481326
178,1.2158921,-42.27814
179,51.617897,-4.8735895
180,51.80591,-4.3421426
181,26.096287,-1.4568806
182,51.742336,-3.6501312
183,25.775932,-1.5729573
184,25.978586,-1.6746536
185,2.081286,-42.36311
186,53.255722,-6.779837
187,25.459898,-1.312679
188,25.516777,-1.1383287
189,53.24369,-6.7116704
190,3.3448834,-44.584793
191,2.7765892,-43.820385
192,53.213356,-6.8835363
193,1.2757442,-42.762604
194,50.927315,-4.6992574
195,27.69907,-1.1090864
196,28.042652,-1.326419
197,0.26529193,-41.937584
198,50.87326,-5.083708
199,27.156042,-0.8254241
200,53.198452,-6.959979
201,27.048895,-0.87408346
202,27.212801,-0.87418544
203,50.827682,-4.862483
204,0.69096965,-42.21278
205,27.495941,-0.96879536
206,50.8448,-4.804458
207,52.656925,-7.994365
208,0.55343175,-42.05337
209,50.811172,-5.72842
210,0.23503564,-41.951008
211,-0.0139367115,-41.89893
212,28.870111,-1.4117383
213,28.929617,-1.3989764
214,-0.14082175,-41.857315
215,28.870281,-1.4088938
216,28.727755,-1.384892
217,28.248978,-1.2346314
