id,x,y
0,-17.62553,-6.3393135
1,-3.8547275,-15.495513
2,10.158305,26.321207
3,-14.271644,25.374645
4,23.627853,-7.076914
5,21.874157,7.776804
6,2.2323344,-4.823371
7,1.024397,-24.861355
8,-6.5421314,-16.134941
9,11.047753,14.957204
10,5.3550687,0.10222029
11,8.332935,-13.929282
12,-12.818693,9.270082
13,-5.1267076,9.788622
14,2.8804097,-7.1292133
15,17.592228,-19.4808
16,2.6159651,5.5504856
17,25.080082,4.762967
18,6.2438006,-17.503263
19,17.810833,-8.414779
20,7.452119,-21.569624
21,-14.245228,3.8932765
22,6.280453,14.421325
23,-8.098219,-5.5576825
24,-2.145668,10.164826
25,19.298716,6.2100434
26,-8.764793,14.007189
27,11.214514,-5.394364
28,20.240509,-1.7104743
29,4.316058,24.404133
30,3.6216397,8.866396
31,2.9930582,10.828398
32,5.731538,10.078146
33,-7.5360713,2.8122103
34,14.459993,-5.054045
35,17.095655,-8.186771
36,-5.986319,-23.48499
37,23.670557,-0.79020673
38,9.018401,-10.781048
39,-16.134518,-12.701871
40,5.099311,-27.482227
41,8.271007,10.008439
42,-4.0133896,11.313594
43,-7.9300847,-8.665289
44,-6.060515,-19.210133
45,-8.531857,9.722497
46,-2.882577,-0.011958785
47,-3.8081665,5.35288
48,-18.838013,-13.913054
49,5.029278,27.674236
50,24.793322,-7.7929816
51,-11.772618,-14.109139
52,15.627761,-1.2281901
53,-0.3146386,12.652777
54,10.167909,12.118761
55,16.356783,8.319701
56,1.5266644,-15.850469
57,-19.021154,-0.4459549
58,-10.925279,-19.313368
59,-5.4957194,-25.742565
60,-6.2013426,-13.476724
61,-10.650105,17.274782
62,-0.36937845,17.515259
63,17.843454,-12.331663
64,4.8606405,6.2270074
65,-8.147982,16.430582
66,-8.111623,-3.922615
67,7.281239,-1.491219
68,12.961417,2.9472563
69,9.009864,7.1028605
70,9.666564,-9.617742
71,18.925919,-4.294151
72,21.548965,16.495348
73,21.632467,6.7708
74,19.84064,19.583738
75,12.612123,-4.8005376
76,7.5871677,15.1111765
77,-6.0855665,-14.25278
78,-10.817939,-14.284273
