x1,y1,x2,y2,d,x
-39.65356,18.977545000000003,-36.182198,19.067963,0,1
-39.65356,18.977545000000003,-36.431503,18.089672,0,1
-39.65356,18.977545000000003,-37.790929999999996,19.708002,0,1
-39.65356,18.977545000000003,-37.12663,18.930353,0,1
-39.65356,18.977545000000003,-35.666496,18.232187,0,1
-39.65356,18.977545000000003,-35.581783,19.12807,0,1
-39.65356,18.977545000000003,-34.85314,18.528875,0,1
-39.65356,18.977545000000003,2.9993474,29.26023,0,1
-39.65356,18.977545000000003,-9.127842999999999,-43.277893,0,1
-35.575340000000004,19.097134,-39.65356,18.977545000000003,0,1
-34.37655,19.16025,-39.65356,18.977545000000003,0,1
-34.440456,18.348938,-39.65356,18.977545000000003,0,1
-34.440456,18.348938,-34.813282,19.325281,1,0
-34.813282,19.325281,-36.431503,18.089672,1,0
-34.813282,19.325281,-34.0756,19.39366,1,0
-34.813282,19.325281,-35.575340000000004,19.097134,1,0
-34.813282,19.325281,-35.550625,19.813637,1,0
-34.813282,19.325281,-35.666496,18.232187,1,0
-34.813282,19.325281,-33.810390000000005,19.61928,1,0
-34.813282,19.325281,-39.9693,-18.512701,1,0
-34.813282,19.325281,38.88662,-18.293566000000002,1,0
-34.813282,19.325281,3.561896,28.562659999999997,1,0
-34.813282,19.325281,-37.12663,18.930353,1,0
-34.813282,19.325281,-35.023284999999994,19.571873,1,0
-34.813282,19.325281,-9.117854,-39.553738,1,0
-34.813282,19.325281,-36.646366,18.93166,1,0
-34.813282,19.325281,-37.19083,18.488516,1,0
-34.813282,19.325281,-34.37655,19.16025,1,0
-34.813282,19.325281,-37.790929999999996,19.708002,1,0
-34.813282,19.325281,-33.175309999999996,19.255869,1,0
-34.813282,19.325281,-37.647827,18.824041,1,0
-34.813282,19.325281,-0.29899678,23.781454,1,0
-34.813282,19.325281,16.423664000000002,24.246845,1,0
-34.813282,19.325281,16.856537,21.937517,1,0
2.4170256,30.996166,-34.813282,19.325281,1,0
-33.950127,19.391077,-34.813282,19.325281,1,0
-33.19272,19.398445000000002,-34.813282,19.325281,1,0
-39.6317,19.121828,-34.813282,19.325281,1,0
-37.113365,19.970604,-34.813282,19.325281,1,0
