id,x,y
0,3.824616,-3.8589382
1,32.518665,-8.789955
2,30.32974,-8.69254
3,30.427074,-8.456919
4,32.945095,-8.985887
5,31.857674,-8.941614
6,34.509903,-9.820079
7,31.89777,-9.087673
8,33.13167,-9.259727
9,31.92187,-8.9983635
10,34.015118,-9.332614
11,34.4629,-9.7313795
12,31.135172,-8.422689
13,30.738312,-8.242522
14,31.533756,-8.739079
15,33.22539,-8.725662
16,31.100843,-8.541759
17,32.284225,-9.180161
18,32.574604,-8.810058
19,33.08867,-8.662976
20,30.609673,-8.877583
21,33.382534,-8.870095
22,31.897835,-8.938725
23,33.88728,-9.381131
24,30.28244,-8.672907
25,33.10967,-9.257658
26,32.60833,-9.152634
27,31.053646,-8.584871
28,31.236883,-8.962615
29,34.375736,-9.640216
30,30.919916,-8.265043
31,33.61602,-9.2900915
32,30.389292,-8.252665
33,33.00474,-9.543283
34,30.368677,-8.630951
35,32.35758,-9.250353
36,32.225975,-9.190057
37,32.030727,-9.235949
38,34.23892,-9.567493
39,31.118114,-8.955939
40,32.749615,-9.379553
41,34.270775,-9.599927
42,1.153584,-1.3800517
43,1.0917292,33.21373
44,1.4893876,32.935253
45,1.9809052,33.135742
46,-1.6174893,32.955433
47,1.2071146,32.945084
48,-1.1464443,33.24155
49,-0.36904117,33.22965
50,0.78144014,32.84948
51,1.177261,33.359592
52,-0.30509096,33.13125
53,0.63983935,33.013912
54,1.8336837,33.329517
55,-0.87749064,33.550632
56,2.1991858,33.682552
57,-1.835977,32.71074
58,-0.82239354,32.961582
59,1.1025139,33.911366
60,-2.1582928,32.698257
61,-2.113239,32.76244
62,-0.6332092,33.53045
63,-0.68293035,32.93671
64,-0.6990273,33.677677
65,-0.6331071,33.46546
66,-0.8356686,32.966976
67,-0.090902165,33.150227
68,1.3187835,33.923786
69,-0.41806263,33.21637
70,1.52895,33.63087
71,-0.55630857,33.252598
72,-1.8491846,33.292038
73,-0.69201905,33.258038
74,1.4126936,33.752865
75,0.6282053,33.434868
76,-2.0541377,33.087402
77,2.083831,33.689274
78,1.5250642,33.65437
79,-1.9946939,32.73498
80,0.9730879,33.692127
81,-1.3906511,33.09426
82,-0.433772,33.34834
83,1.4314663,33.71374
