com,v,rad
0,0.457823352,le
0,0.440513239,lle
0,0.167127863,node2vec
0,0.062482675,sdne
0,0.058765035,gf
0,0.069047535,deepwalk
1,0.462776509,le
1,0.459192896,lle
1,0.122071124,node2vec
1,0.05513521,sdne
1,0.049771581,gf
1,0.067590599,deepwalk
2,0.417499836,le
2,0.429686638,lle
2,0.139980593,node2vec
2,0.063243528,sdne
2,0.060013218,gf
2,0.0792855,deepwalk
