com,v,rad
0,0.192784177,le
0,0.374915497,lle
0,0.12849974,node2vec
0,0.145812881,sdne
0,0.120447727,gf
0,0.221107224,deepwalk
1,0.241799055,le
1,0.250151913,lle
1,0.245224455,node2vec
1,0.117609397,sdne
1,0.209765721,gf
1,0.182638432,deepwalk
2,0.336216452,le
2,0.357878333,lle
2,0.124575189,node2vec
2,0.204703085,sdne
2,0.131929111,gf
2,0.236836753,deepwalk
