x1,y1,x2,y2,d,x
66.92288,5.8913093,-12.224663,-38.27063,1,0
66.92288,5.8913093,60.106125,-6.862671000000001,1,0
66.92288,5.8913093,50.65998,-11.221134,1,0
66.92288,5.8913093,61.12554,-11.40898,1,0
63.498721999999994,-5.913386,52.116295,-2.3722353,1,0
63.498721999999994,-5.913386,-41.823265,28.625220000000002,1,0
63.498721999999994,-5.913386,62.407931999999995,-12.6385,1,0
63.498721999999994,-5.913386,58.33495,-3.2215824,1,0
63.498721999999994,-5.913386,48.75963,-10.729560000000001,1,0
63.498721999999994,-5.913386,53.292416,-11.185367,1,0
63.498721999999994,-5.913386,-31.558456,46.04915,1,0
63.498721999999994,-5.913386,-6.4752765,-8.685706,1,0
63.498721999999994,-5.913386,66.45504,2.0962188000000004,1,0
63.498721999999994,-5.913386,50.120354,3.3497863,1,0
63.498721999999994,-5.913386,55.146533999999996,-20.398035,1,0
63.498721999999994,-5.913386,-1.479902,-32.913765000000005,1,0
63.498721999999994,-5.913386,-7.498919,-35.696983,1,0
63.498721999999994,-5.913386,48.22809,-10.744966999999999,1,0
63.498721999999994,-5.913386,64.64791,-17.184607,1,0
63.498721999999994,-5.913386,57.017807,-14.0252495,1,0
63.498721999999994,-5.913386,66.395515,-11.605971,1,0
63.498721999999994,-5.913386,51.837115999999995,-0.6403687,1,0
63.498721999999994,-5.913386,62.995093999999995,-19.043978,1,0
63.498721999999994,-5.913386,-12.9976225,-16.778677,1,0
63.498721999999994,-5.913386,-35.94044,37.32052,1,0
63.498721999999994,-5.913386,59.154953000000006,-12.289251,1,0
63.498721999999994,-5.913386,-17.759481,-19.903845,1,0
63.498721999999994,-5.913386,55.272156,-15.994565,1,0
63.498721999999994,-5.913386,66.48154,-1.8943846000000002,1,0
63.498721999999994,-5.913386,66.881905,5.70704,1,0
63.498721999999994,-5.913386,62.63879,-10.631453,1,0
63.498721999999994,-5.913386,64.10850500000001,0.90797204,1,0
63.498721999999994,-5.913386,47.056785999999995,0.34301254,1,0
63.498721999999994,-5.913386,52.507507,-1.4137228000000002,1,0
63.498721999999994,-5.913386,66.61813000000001,-3.6165836000000002,1,0
63.498721999999994,-5.913386,-5.343507,-39.028423,1,0
63.498721999999994,-5.913386,54.182407,-2.0088289,1,0
63.498721999999994,-5.913386,52.621502,7.5426936,1,0
63.498721999999994,-5.913386,56.373653000000004,-7.2806864000000004,1,0
63.498721999999994,-5.913386,51.856125,-11.507541,1,0
63.498721999999994,-5.913386,52.101315,-10.072287,1,0
63.498721999999994,-5.913386,57.255157,-11.839648,1,0
63.498721999999994,-5.913386,57.761837,-1.49377,1,0
63.498721999999994,-5.913386,65.94823000000001,-16.980114,1,0
63.498721999999994,-5.913386,51.890606,-5.928985,1,0
63.498721999999994,-5.913386,55.8897,4.359193,1,0
63.498721999999994,-5.913386,67.08946,0.8152571999999999,1,0
63.498721999999994,-5.913386,60.953193999999996,10.878261,1,0
63.498721999999994,-5.913386,64.91627,8.709567,1,0
63.498721999999994,-5.913386,63.232580000000006,-14.208739000000001,1,0
63.498721999999994,-5.913386,-19.433320000000002,-45.082386,1,0
63.498721999999994,-5.913386,-39.517235,27.657259999999997,1,0
63.498721999999994,-5.913386,58.967678,-16.324976,1,0
63.498721999999994,-5.913386,-8.303450999999999,-40.882187,1,0
63.498721999999994,-5.913386,50.508183,-0.51696455,1,0
63.498721999999994,-5.913386,54.39155,1.0272265999999999,1,0
63.498721999999994,-5.913386,62.763165,-4.8211765,1,0
63.498721999999994,-5.913386,51.190784,-23.48031,1,0
47.359386,2.502985,56.98690799999999,5.1893253,1,0
47.359386,2.502985,50.65998,-11.221134,1,0
58.73138,2.4169447,50.419357,-2.1357555,1,0
58.73138,2.4169447,47.056732000000004,-13.009611999999999,1,0
58.73138,2.4169447,60.106125,-6.862671000000001,1,0
58.73138,2.4169447,61.12554,-11.40898,1,0
58.73138,2.4169447,51.190784,-23.48031,1,0
51.021736,-2.5499475,52.443253000000006,-7.7644844,1,0
51.021736,-2.5499475,56.98690799999999,5.1893253,1,0
51.021736,-2.5499475,-16.675235999999998,-24.22958,1,0
53.245052,-17.961576,48.798466,8.535430999999999,1,0
53.245052,-17.961576,-18.907242,-18.297092000000003,1,0
53.245052,-17.961576,56.98690799999999,5.1893253,1,0
53.245052,-17.961576,50.65998,-11.221134,1,0
53.245052,-17.961576,51.190784,-23.48031,1,0
52.116295,-2.3722353,63.498721999999994,-5.913386,1,0
52.116295,-2.3722353,56.22475,-3.5993512,1,0
52.116295,-2.3722353,54.870543999999995,1.9401895,1,0
57.677113,-18.982433,51.190784,-23.48031,1,0
57.677113,-18.982433,50.419357,-2.1357555,1,0
