x1,y1,x2,y2,d,x
17.169058,40.279476,10.119285000000001,4.3791212999999996,1,0
17.169058,40.279476,8.589067,2.2430596,1,0
17.169058,40.279476,17.397823000000002,-22.740015,1,0
17.169058,40.279476,17.795502,39.691615999999996,1,0
11.14402,-34.101803000000004,19.534147,-22.141718,1,0
11.14402,-34.101803000000004,-32.54808,-15.915887,1,0
11.14402,-34.101803000000004,-14.915598999999998,-0.51298386,1,0
11.14402,-34.101803000000004,-19.620048999999998,23.861067000000002,1,0
11.14402,-34.101803000000004,5.510173,-5.121642,1,0
11.14402,-34.101803000000004,9.186761,-33.44291,1,0
11.14402,-34.101803000000004,-16.032616,-23.454388,1,0
11.14402,-34.101803000000004,-35.556393,-17.641071,1,0
11.14402,-34.101803000000004,27.708525,25.249195,1,0
11.14402,-34.101803000000004,17.647607999999998,-23.233223000000002,1,0
11.14402,-34.101803000000004,5.289126,-8.706626,1,0
11.14402,-34.101803000000004,-23.481012,23.870653,1,0
11.14402,-34.101803000000004,-9.495931,-10.073111,1,0
11.14402,-34.101803000000004,-35.7183,-17.45969,1,0
11.14402,-34.101803000000004,18.391272,-21.655367000000002,1,0
11.14402,-34.101803000000004,9.593842500000001,-34.998707,1,0
11.14402,-34.101803000000004,-17.087073999999998,-0.6776226,1,0
11.14402,-34.101803000000004,-33.142963,18.808928,1,0
11.14402,-34.101803000000004,-1.4341996000000001,-11.680166,1,0
11.14402,-34.101803000000004,-33.381,-19.738712,1,0
11.14402,-34.101803000000004,43.652027000000004,-15.4865465,1,0
11.14402,-34.101803000000004,3.7752687999999996,10.476794,1,0
11.14402,-34.101803000000004,-29.437209999999997,22.940428,1,0
11.14402,-34.101803000000004,-17.401664999999998,-23.78657,1,0
11.14402,-34.101803000000004,-9.932771,-9.609428,1,0
11.14402,-34.101803000000004,9.904278999999999,-37.35971,1,0
11.14402,-34.101803000000004,36.085293,21.276085000000002,1,0
11.14402,-34.101803000000004,14.164419,-28.004814,1,0
11.14402,-34.101803000000004,-16.898592,-24.230473999999997,1,0
11.14402,-34.101803000000004,-25.527905,3.1282412999999996,1,0
11.14402,-34.101803000000004,-16.7812,-24.838279999999997,1,0
11.14402,-34.101803000000004,-28.022661,3.3038175,1,0
11.14402,-34.101803000000004,7.998428,7.059589999999999,1,0
11.14402,-34.101803000000004,15.822048,39.479683,1,0
11.14402,-34.101803000000004,-24.505571,21.757524,1,0
11.14402,-34.101803000000004,17.991032,-21.75804,1,0
11.14402,-34.101803000000004,7.035419999999999,11.263976,1,0
11.14402,-34.101803000000004,-15.589417000000001,-24.187649,1,0
11.14402,-34.101803000000004,10.978817999999999,-35.490192,1,0
11.14402,-34.101803000000004,-23.104519,4.380962,1,0
11.14402,-34.101803000000004,-24.867117,1.9698181000000001,1,0
11.14402,-34.101803000000004,14.749904999999998,-23.492527,1,0
11.14402,-34.101803000000004,-23.517277,2.3934037999999997,1,0
11.14402,-34.101803000000004,4.3591050000000005,-32.103836,1,0
11.14402,-34.101803000000004,8.766978,1.8371551,1,0
11.14402,-34.101803000000004,4.417137,-31.79443,1,0
11.14402,-34.101803000000004,-36.257362,7.7435265,1,0
11.14402,-34.101803000000004,26.579576,26.605495,1,0
11.14402,-34.101803000000004,17.874679999999998,-23.309835,1,0
11.14402,-34.101803000000004,17.957367,-9.748308,1,0
11.14402,-34.101803000000004,-25.879085999999997,0.033757444,1,0
11.14402,-34.101803000000004,14.270042000000002,-29.102224,1,0
11.14402,-34.101803000000004,47.417175,-9.183848,1,0
11.14402,-34.101803000000004,10.775396,-33.68442,1,0
-17.275451999999998,6.894400599999999,-32.62828,23.633722,1,0
-17.275451999999998,6.894400599999999,17.397823000000002,-22.740015,1,0
10.329335,-34.699459999999995,7.2148046,7.0038333,1,0
10.329335,-34.699459999999995,20.024529,-21.622581,1,0
10.329335,-34.699459999999995,8.589067,2.2430596,1,0
10.329335,-34.699459999999995,17.795502,39.691615999999996,1,0
10.329335,-34.699459999999995,10.775396,-33.68442,1,0
19.20184,41.678867,-17.846401,18.161753,1,0
19.20184,41.678867,-32.62828,23.633722,1,0
19.20184,41.678867,-2.7351456,7.5374217,1,0
10.933011,-34.405666,14.744578,-30.138533000000002,1,0
10.933011,-34.405666,8.590026,-23.562023,1,0
10.933011,-34.405666,-32.62828,23.633722,1,0
10.933011,-34.405666,17.397823000000002,-22.740015,1,0
10.933011,-34.405666,10.775396,-33.68442,1,0
19.534147,-22.141718,11.14402,-34.101803000000004,1,0
19.534147,-22.141718,20.031675,38.988716,1,0
19.534147,-22.141718,-19.160725,-31.535463,1,0
7.704403,6.965186,10.775396,-33.68442,1,0
7.704403,6.965186,7.2148046,7.0038333,1,0
-14.915598999999998,-0.51298386,11.14402,-34.101803000000004,1,0
-14.915598999999998,-0.51298386,-34.89168,-17.49338,1,0
-14.915598999999998,-0.51298386,13.835281,-23.757603,1,0
-14.915598999999998,-0.51298386,14.263997,-23.719393,1,0
-14.915598999999998,-0.51298386,-16.429470000000002,29.92398,1,0
-14.915598999999998,-0.51298386,19.031233,-20.402164000000003,1,0
-14.915598999999998,-0.51298386,18.035460999999998,-21.193592000000002,1,0
-14.915598999999998,-0.51298386,4.922173,-8.406323,1,0
-14.915598999999998,-0.51298386,31.909190999999996,7.6657076,1,0
-14.915598999999998,-0.51298386,-35.889313,23.815839999999998,1,0
-14.915598999999998,-0.51298386,16.342012,39.190212,1,0
-14.915598999999998,-0.51298386,-24.53049,8.091302,1,0
-14.915598999999998,-0.51298386,-17.986448,29.798765000000003,1,0
-14.915598999999998,-0.51298386,-3.4591203,4.806962,1,0
-14.915598999999998,-0.51298386,-33.142963,18.808928,1,0
-14.915598999999998,-0.51298386,-17.280222,6.996313000000001,1,0
-14.915598999999998,-0.51298386,-24.669710000000002,8.251177,1,0
-14.915598999999998,-0.51298386,5.527213,15.948217999999999,1,0
-14.915598999999998,-0.51298386,16.017951999999998,39.915085,1,0
-14.915598999999998,-0.51298386,36.77751,21.656477,1,1
-14.915598999999998,-0.51298386,-2.6533666,0.07338226,1,0
-14.915598999999998,-0.51298386,8.018069,15.204006,1,0
-14.915598999999998,-0.51298386,6.090668,-8.907343,1,0
-14.915598999999998,-0.51298386,3.7752687999999996,10.476794,1,0
-14.915598999999998,-0.51298386,18.552329999999998,-10.176096000000001,1,0
-14.915598999999998,-0.51298386,-27.549013000000002,-1.81151,1,0
-14.915598999999998,-0.51298386,-17.846401,18.161753,1,0
-14.915598999999998,-0.51298386,31.206234000000002,10.302503,1,0
-14.915598999999998,-0.51298386,31.127867,10.312248,1,0
-14.915598999999998,-0.51298386,36.004356,21.762135999999998,1,0
-14.915598999999998,-0.51298386,-24.202085,3.2605903,1,0
-14.915598999999998,-0.51298386,36.432342999999996,21.84787,1,0
-14.915598999999998,-0.51298386,10.940691000000001,-35.00789,1,0
-14.915598999999998,-0.51298386,2.9461646,8.971678,1,0
-14.915598999999998,-0.51298386,48.015656,-9.407675999999999,1,0
-14.915598999999998,-0.51298386,7.998428,7.059589999999999,1,0
-14.915598999999998,-0.51298386,12.2076435,-34.141743,1,0
-14.915598999999998,-0.51298386,-1.4743428,5.708671,1,0
-14.915598999999998,-0.51298386,40.787262,17.095606,1,0
-14.915598999999998,-0.51298386,-16.78881,28.756344,1,0
-14.915598999999998,-0.51298386,4.424968700000001,-31.843712,1,0
-14.915598999999998,-0.51298386,-5.3852205,-5.5958457,1,0
-14.915598999999998,-0.51298386,-23.104519,4.380962,1,0
-14.915598999999998,-0.51298386,-16.7812,-24.838279999999997,1,0
-14.915598999999998,-0.51298386,-18.388233,-31.662771000000003,1,0
-14.915598999999998,-0.51298386,7.91822,14.432455,1,0
-14.915598999999998,-0.51298386,-6.380037000000001,-5.560295,1,0
-14.915598999999998,-0.51298386,14.411462,-28.357421999999996,1,0
-14.915598999999998,-0.51298386,-24.867117,1.9698181000000001,1,0
-14.915598999999998,-0.51298386,43.501415,-15.021839000000002,1,0
-14.915598999999998,-0.51298386,-18.782127,-32.259159999999994,1,0
-14.915598999999998,-0.51298386,-17.197678,28.909354999999998,1,0
-14.915598999999998,-0.51298386,-32.981026,23.808144,1,0
-14.915598999999998,-0.51298386,-32.75359,23.802782,1,0
-14.915598999999998,-0.51298386,22.838778,23.165081,1,0
-14.915598999999998,-0.51298386,19.067013,-21.112883,1,0
-14.915598999999998,-0.51298386,-2.9035373,4.6582055,1,0
5.510173,-5.121642,11.14402,-34.101803000000004,1,0
5.510173,-5.121642,20.024529,-21.622581,1,0
5.510173,-5.121642,26.579576,26.605495,1,0
19.10931,-21.745506,13.835281,-23.757603,1,0
19.10931,-21.745506,8.590026,-23.562023,1,0
19.10931,-21.745506,-32.62828,23.633722,1,0
19.10931,-21.745506,36.77751,21.656477,0,1
19.10931,-21.745506,-3.7626302000000003,8.901931,1,0
-35.777275,15.109748000000002,36.432342999999996,21.84787,1,0
-35.777275,15.109748000000002,8.476536,-24.269007000000002,1,0
16.241433999999998,40.13777,-1.8611723999999998,-10.874839999999999,1,0
16.241433999999998,40.13777,-25.04062,27.440918,1,0
16.241433999999998,40.13777,-31.065163000000002,1.325883,1,0
16.241433999999998,40.13777,17.795502,39.691615999999996,1,0
-34.48055,16.007085999999997,-1.8611723999999998,-10.874839999999999,1,0
-34.48055,16.007085999999997,13.835281,-23.757603,1,0
-34.48055,16.007085999999997,14.744578,-30.138533000000002,1,0
-34.48055,16.007085999999997,-31.065163000000002,1.325883,1,0
-34.48055,16.007085999999997,7.2148046,7.0038333,1,0
-34.48055,16.007085999999997,-6.7237029999999995,-16.085361,1,0
-34.48055,16.007085999999997,17.397823000000002,-22.740015,1,0
-16.429470000000002,29.92398,-14.915598999999998,-0.51298386,1,0
-35.85991,23.853092,-13.383021,-36.416503999999996,1,0
-35.85991,23.853092,20.031675,38.988716,1,0
-35.85991,23.853092,7.0816419999999995,-36.62506,1,0
-3.5549807999999996,4.967556500000001,-2.7351456,7.5374217,1,0
-3.5549807999999996,4.967556500000001,17.397823000000002,-22.740015,1,0
-3.5549807999999996,4.967556500000001,7.0816419999999995,-36.62506,1,0
27.708525,25.249195,11.14402,-34.101803000000004,1,0
27.708525,25.249195,20.024529,-21.622581,1,0
27.708525,25.249195,36.432342999999996,21.84787,1,0
27.708525,25.249195,8.476536,-24.269007000000002,1,0
-32.12194,22.2321,-34.205723,-17.872220000000002,1,0
-32.12194,22.2321,20.024529,-21.622581,1,0
-32.12194,22.2321,17.397823000000002,-22.740015,1,0
